"Plot Title: 21411022"
"#","Date Time, GMT+02:00","Abs Pres, kPa (LGR S/N: 21411022, SEN S/N: 21411022)","Temp, °C (LGR S/N: 21411022, SEN S/N: 21411022)","Coupler Detached (LGR S/N: 21411022)","Coupler Attached (LGR S/N: 21411022)","Host Connected (LGR S/N: 21411022)","End Of File (LGR S/N: 21411022)"
1158,10/04/2022 10:00:00 AM,64.849,1.003,,,,
1159,10/04/2022 11:00:00 AM,64.857,5.860,,,,
1160,10/04/2022 12:00:00 PM,64.941,8.082,,,,
1161,10/04/2022 01:00:00 PM,64.931,5.757,,,,
1162,10/04/2022 02:00:00 PM,65.002,3.893,,,,
1163,10/04/2022 03:00:00 PM,65.050,2.088,,,,
1164,10/04/2022 04:00:00 PM,65.108,1.330,,,,
1165,10/04/2022 05:00:00 PM,65.123,1.439,,,,
1166,10/04/2022 06:00:00 PM,65.087,1.112,,,,
1167,10/04/2022 07:00:00 PM,65.027,0.232,,,,
1168,10/04/2022 08:00:00 PM,65.073,0.010,,,,
1169,10/04/2022 09:00:00 PM,64.998,-0.437,,,,
1170,10/04/2022 10:00:00 PM,64.978,-0.887,,,,
1171,10/04/2022 11:00:00 PM,64.974,-1.228,,,,
1172,10/05/2022 12:00:00 AM,64.975,-1.456,,,,
1173,10/05/2022 01:00:00 AM,64.960,-1.799,,,,
1174,10/05/2022 02:00:00 AM,64.966,-1.914,,,,
1175,10/05/2022 03:00:00 AM,64.978,-2.377,,,,
1176,10/05/2022 04:00:00 AM,65.012,-2.377,,,,
1177,10/05/2022 05:00:00 AM,65.055,-1.914,,,,
1178,10/05/2022 06:00:00 AM,65.068,-1.114,,,,
1179,10/05/2022 07:00:00 AM,65.076,-0.437,,,,
1180,10/05/2022 08:00:00 AM,65.083,0.232,,,,
1181,10/05/2022 09:00:00 AM,65.068,0.674,,,,
1182,10/05/2022 10:00:00 AM,65.060,1.003,,,,
1183,10/05/2022 11:00:00 AM,65.052,6.877,,,,
1184,10/05/2022 12:00:00 PM,65.055,6.370,,,,
1185,10/05/2022 01:00:00 PM,65.059,5.037,,,,
1186,10/05/2022 02:00:00 PM,65.112,3.578,,,,
1187,10/05/2022 03:00:00 PM,65.159,2.837,,,,
1188,10/05/2022 04:00:00 PM,65.233,2.195,,,,
1189,10/05/2022 05:00:00 PM,65.239,1.548,,,,
1190,10/05/2022 06:00:00 PM,65.276,1.112,,,,
1191,10/05/2022 07:00:00 PM,65.280,0.674,,,,
1192,10/05/2022 08:00:00 PM,65.276,0.343,,,,
1193,10/05/2022 09:00:00 PM,65.238,0.232,,,,
1194,10/05/2022 10:00:00 PM,65.246,-0.102,,,,
1195,10/05/2022 11:00:00 PM,65.233,-0.662,,,,
1196,10/06/2022 12:00:00 AM,65.229,-1.001,,,,
1197,10/06/2022 01:00:00 AM,65.225,-1.341,,,,
1198,10/06/2022 02:00:00 AM,65.237,-1.570,,,,
1199,10/06/2022 03:00:00 AM,65.254,-1.684,,,,
1200,10/06/2022 04:00:00 AM,65.265,-1.684,,,,
1201,10/06/2022 05:00:00 AM,65.264,-1.456,,,,
1202,10/06/2022 06:00:00 AM,65.267,-0.887,,,,
1203,10/06/2022 07:00:00 AM,65.251,0.010,,,,
1204,10/06/2022 08:00:00 AM,65.235,0.674,,,,
1205,10/06/2022 09:00:00 AM,65.217,1.548,,,,
1206,10/06/2022 10:00:00 AM,65.202,1.980,,,,
1207,10/06/2022 11:00:00 AM,65.182,2.303,,,,
1208,10/06/2022 12:00:00 PM,65.195,2.088,,,,
1209,10/06/2022 01:00:00 PM,65.210,1.656,,,,
1210,10/06/2022 02:00:00 PM,65.219,1.330,,,,
1211,10/06/2022 03:00:00 PM,65.254,1.112,,,,
1212,10/06/2022 04:00:00 PM,65.275,0.563,,,,
1213,10/06/2022 05:00:00 PM,65.278,0.121,,,,
1214,10/06/2022 06:00:00 PM,65.297,-0.213,,,,
1215,10/06/2022 07:00:00 PM,65.271,-0.549,,,,
1216,10/06/2022 08:00:00 PM,65.239,-0.774,,,,
1217,10/06/2022 09:00:00 PM,65.208,-1.228,,,,
1218,10/06/2022 10:00:00 PM,65.158,-1.341,,,,
1219,10/06/2022 11:00:00 PM,65.142,-1.456,,,,
1220,10/07/2022 12:00:00 AM,65.109,-1.684,,,,
1221,10/07/2022 01:00:00 AM,65.110,-1.914,,,,
1222,10/07/2022 02:00:00 AM,65.094,-2.030,,,,
1223,10/07/2022 03:00:00 AM,65.089,-2.145,,,,
1224,10/07/2022 04:00:00 AM,65.088,-1.914,,,,
1225,10/07/2022 05:00:00 AM,65.103,-1.570,,,,
1226,10/07/2022 06:00:00 AM,65.102,-1.114,,,,
1227,10/07/2022 07:00:00 AM,65.120,-0.437,,,,
1228,10/07/2022 08:00:00 AM,65.115,0.453,,,,
1229,10/07/2022 09:00:00 AM,65.100,0.893,,,,
1230,10/07/2022 10:00:00 AM,65.041,1.330,,,,
1231,10/07/2022 11:00:00 AM,65.043,3.261,,,,
1232,10/07/2022 12:00:00 PM,65.013,1.980,,,,
1233,10/07/2022 01:00:00 PM,65.057,1.439,,,,
1234,10/07/2022 02:00:00 PM,65.094,1.003,,,,
1235,10/07/2022 03:00:00 PM,65.097,0.563,,,,
1236,10/07/2022 04:00:00 PM,65.130,0.563,,,,
1237,10/07/2022 05:00:00 PM,65.159,0.453,,,,
1238,10/07/2022 06:00:00 PM,65.149,0.232,,,,
1239,10/07/2022 07:00:00 PM,65.130,-0.213,,,,
1240,10/07/2022 08:00:00 PM,65.126,-0.549,,,,
1241,10/07/2022 09:00:00 PM,65.078,-0.887,,,,
1242,10/07/2022 10:00:00 PM,65.090,-1.114,,,,
1243,10/07/2022 11:00:00 PM,65.097,-1.228,,,,
1244,10/08/2022 12:00:00 AM,65.092,-1.570,,,,
1245,10/08/2022 01:00:00 AM,65.104,-1.799,,,,
1246,10/08/2022 02:00:00 AM,65.121,-1.914,,,,
1247,10/08/2022 03:00:00 AM,65.116,-2.030,,,,
1248,10/08/2022 04:00:00 AM,65.121,-1.914,,,,
1249,10/08/2022 05:00:00 AM,65.165,-1.684,,,,
1250,10/08/2022 06:00:00 AM,65.191,-1.341,,,,
1251,10/08/2022 07:00:00 AM,65.194,-0.774,,,,
1252,10/08/2022 08:00:00 AM,65.203,-0.325,,,,
1253,10/08/2022 09:00:00 AM,65.186,0.563,,,,
1254,10/08/2022 10:00:00 AM,65.154,1.112,,,,
1255,10/08/2022 11:00:00 AM,65.175,6.877,,,,
1256,10/08/2022 12:00:00 PM,65.145,3.578,,,,
1257,10/08/2022 01:00:00 PM,65.217,2.088,,,,
1258,10/08/2022 02:00:00 PM,65.241,1.330,,,,
1259,10/08/2022 03:00:00 PM,65.251,0.784,,,,
1260,10/08/2022 04:00:00 PM,65.275,0.563,,,,
1261,10/08/2022 05:00:00 PM,65.283,0.232,,,,
1262,10/08/2022 06:00:00 PM,65.300,0.121,,,,
1263,10/08/2022 07:00:00 PM,65.302,-0.102,,,,
1264,10/08/2022 08:00:00 PM,65.298,-0.437,,,,
1265,10/08/2022 09:00:00 PM,65.288,-0.662,,,,
1266,10/08/2022 10:00:00 PM,65.267,-0.887,,,,
1267,10/08/2022 11:00:00 PM,65.241,-1.228,,,,
1268,10/09/2022 12:00:00 AM,65.236,-1.341,,,,
1269,10/09/2022 01:00:00 AM,65.248,-1.570,,,,
1270,10/09/2022 02:00:00 AM,65.276,-1.684,,,,
1271,10/09/2022 03:00:00 AM,65.266,-1.914,,,,
1272,10/09/2022 04:00:00 AM,65.277,-1.914,,,,
1273,10/09/2022 05:00:00 AM,65.281,-1.570,,,,
1274,10/09/2022 06:00:00 AM,65.283,-0.774,,,,
1275,10/09/2022 07:00:00 AM,65.283,0.232,,,,
1276,10/09/2022 08:00:00 AM,65.254,1.112,,,,
1277,10/09/2022 09:00:00 AM,65.215,2.303,,,,
1278,10/09/2022 10:00:00 AM,65.176,3.788,,,,
1279,10/09/2022 11:00:00 AM,65.199,9.965,,,,
1280,10/09/2022 12:00:00 PM,65.092,9.472,,,,
1281,10/09/2022 01:00:00 PM,65.049,8.581,,,,
1282,10/09/2022 02:00:00 PM,65.041,7.179,,,,
1283,10/09/2022 03:00:00 PM,65.054,4.623,,,,
1284,10/09/2022 04:00:00 PM,65.063,3.472,,,,
1285,10/09/2022 05:00:00 PM,65.075,2.943,,,,
1286,10/09/2022 06:00:00 PM,65.077,2.730,,,,
1287,10/09/2022 07:00:00 PM,65.055,2.195,,,,
1288,10/09/2022 08:00:00 PM,65.026,1.764,,,,
1289,10/09/2022 09:00:00 PM,65.014,1.221,,,,
1290,10/09/2022 10:00:00 PM,64.976,1.112,,,,
1291,10/09/2022 11:00:00 PM,64.924,0.674,,,,
1292,10/10/2022 12:00:00 AM,64.932,0.343,,,,
1293,10/10/2022 01:00:00 AM,64.934,0.121,,,,
1294,10/10/2022 02:00:00 AM,64.963,-0.213,,,,
1295,10/10/2022 03:00:00 AM,64.959,-0.325,,,,
1296,10/10/2022 04:00:00 AM,64.994,-0.774,,,,
1297,10/10/2022 05:00:00 AM,64.983,-0.774,,,,
1298,10/10/2022 06:00:00 AM,64.991,-0.102,,,,
1299,10/10/2022 07:00:00 AM,64.976,1.112,,,,
1300,10/10/2022 08:00:00 AM,64.944,2.195,,,,
1301,10/10/2022 09:00:00 AM,64.935,2.517,,,,
1302,10/10/2022 10:00:00 AM,64.903,3.367,,,,
1303,10/10/2022 11:00:00 AM,64.930,5.450,,,,
1304,10/10/2022 12:00:00 PM,64.962,6.268,,,,
1305,10/10/2022 01:00:00 PM,64.961,5.962,,,,
1306,10/10/2022 02:00:00 PM,64.987,4.623,,,,
1307,10/10/2022 03:00:00 PM,65.001,3.578,,,,
1308,10/10/2022 04:00:00 PM,65.013,2.517,,,,
1309,10/10/2022 05:00:00 PM,65.010,1.656,,,,
1310,10/10/2022 06:00:00 PM,65.000,0.893,,,,
1311,10/10/2022 07:00:00 PM,64.978,0.121,,,,
1312,10/10/2022 08:00:00 PM,64.944,-0.662,,,,
1313,10/10/2022 09:00:00 PM,64.941,-1.228,,,,
1314,10/10/2022 10:00:00 PM,64.905,-2.030,,,,
1315,10/10/2022 11:00:00 PM,64.884,-2.261,,,,
1316,10/11/2022 12:00:00 AM,64.852,-2.727,,,,
1317,10/11/2022 01:00:00 AM,64.852,-2.962,,,,
1318,10/11/2022 02:00:00 AM,64.874,-3.197,,,,
1319,10/11/2022 03:00:00 AM,64.897,-3.672,,,,
1320,10/11/2022 04:00:00 AM,64.930,-3.911,,,,
1321,10/11/2022 05:00:00 AM,64.957,-3.079,,,,
1322,10/11/2022 06:00:00 AM,65.010,-1.914,,,,
1323,10/11/2022 07:00:00 AM,65.002,-1.114,,,,
1324,10/11/2022 08:00:00 AM,64.998,-0.437,,,,
1325,10/11/2022 09:00:00 AM,64.997,0.563,,,,
1326,10/11/2022 10:00:00 AM,64.962,2.624,,,,
1327,10/11/2022 11:00:00 AM,65.048,9.472,,,,
1328,10/11/2022 12:00:00 PM,65.008,7.782,,,,
1329,10/11/2022 01:00:00 PM,65.019,7.481,,,,
1330,10/11/2022 02:00:00 PM,65.034,6.978,,,,
1331,10/11/2022 03:00:00 PM,65.074,5.141,,,,
1332,10/11/2022 04:00:00 PM,65.114,3.367,,,,
1333,10/11/2022 05:00:00 PM,65.095,2.088,,,,
1334,10/11/2022 06:00:00 PM,65.116,1.003,,,,
1335,10/11/2022 07:00:00 PM,65.116,0.232,,,,
1336,10/11/2022 08:00:00 PM,65.076,-0.437,,,,
1337,10/11/2022 09:00:00 PM,65.051,-1.001,,,,
1338,10/11/2022 10:00:00 PM,65.036,-1.341,,,,
1339,10/11/2022 11:00:00 PM,64.993,-1.799,,,,
1340,10/12/2022 12:00:00 AM,64.978,-2.145,,,,
1341,10/12/2022 01:00:00 AM,64.979,-2.610,,,,
1342,10/12/2022 02:00:00 AM,65.001,-2.610,,,,
1343,10/12/2022 03:00:00 AM,64.996,-2.962,,,,
1344,10/12/2022 04:00:00 AM,65.035,-3.079,,,,
1345,10/12/2022 05:00:00 AM,65.061,-2.030,,,,
1346,10/12/2022 06:00:00 AM,65.080,-1.341,,,,
1347,10/12/2022 07:00:00 AM,65.076,-0.437,,,,
1348,10/12/2022 08:00:00 AM,65.053,0.563,,,,
1349,10/12/2022 09:00:00 AM,65.046,1.980,,,,
1350,10/12/2022 10:00:00 AM,64.994,4.519,,,,
1351,10/12/2022 11:00:00 AM,65.089,10.944,,,,
1352,10/12/2022 12:00:00 PM,65.000,9.373,,,,
1353,10/12/2022 01:00:00 PM,64.993,8.879,,,,
1354,10/12/2022 02:00:00 PM,64.997,7.782,,,,
1355,10/12/2022 03:00:00 PM,65.047,6.166,,,,
1356,10/12/2022 04:00:00 PM,65.098,4.623,,,,
1357,10/12/2022 05:00:00 PM,65.101,3.578,,,,
1358,10/12/2022 06:00:00 PM,65.119,2.410,,,,
1359,10/12/2022 07:00:00 PM,65.115,1.764,,,,
1360,10/12/2022 08:00:00 PM,65.089,0.893,,,,
1361,10/12/2022 09:00:00 PM,65.083,0.232,,,,
1362,10/12/2022 10:00:00 PM,65.086,-0.213,,,,
1363,10/12/2022 11:00:00 PM,65.072,-0.774,,,,
1364,10/13/2022 12:00:00 AM,65.074,-1.228,,,,
1365,10/13/2022 01:00:00 AM,65.075,-1.456,,,,
1366,10/13/2022 02:00:00 AM,65.082,-1.799,,,,
1367,10/13/2022 03:00:00 AM,65.089,-2.145,,,,
1368,10/13/2022 04:00:00 AM,65.112,-2.377,,,,
1369,10/13/2022 05:00:00 AM,65.176,-1.684,,,,
1370,10/13/2022 06:00:00 AM,65.183,-0.774,,,,
1371,10/13/2022 07:00:00 AM,65.178,0.121,,,,
1372,10/13/2022 08:00:00 AM,65.170,1.221,,,,
1373,10/13/2022 09:00:00 AM,65.135,2.517,,,,
1374,10/13/2022 10:00:00 AM,65.071,5.347,,,,
1375,10/13/2022 11:00:00 AM,65.181,12.013,,,,
1376,10/13/2022 12:00:00 PM,65.144,10.944,,,,
1377,10/13/2022 01:00:00 PM,65.172,10.455,,,,
1378,10/13/2022 02:00:00 PM,65.190,9.077,,,,
1379,10/13/2022 03:00:00 PM,65.230,6.877,,,,
1380,10/13/2022 04:00:00 PM,65.253,5.450,,,,
1381,10/13/2022 05:00:00 PM,65.267,4.102,,,,
1382,10/13/2022 06:00:00 PM,65.277,3.261,,,,
1383,10/13/2022 07:00:00 PM,65.277,2.195,,,,
1384,10/13/2022 08:00:00 PM,65.292,1.221,,,,
1385,10/13/2022 09:00:00 PM,65.257,0.674,,,,
1386,10/13/2022 10:00:00 PM,65.262,0.010,,,,
1387,10/13/2022 11:00:00 PM,65.220,-0.437,,,,
1388,10/14/2022 12:00:00 AM,65.228,-0.774,,,,
1389,10/14/2022 01:00:00 AM,65.214,-1.341,,,,
1390,10/14/2022 02:00:00 AM,65.259,-1.570,,,,
1391,10/14/2022 03:00:00 AM,65.266,-1.914,,,,
1392,10/14/2022 04:00:00 AM,65.266,-1.914,,,,
1393,10/14/2022 05:00:00 AM,65.285,-1.228,,,,
1394,10/14/2022 06:00:00 AM,65.299,-0.662,,,,
1395,10/14/2022 07:00:00 AM,65.287,0.343,,,,
1396,10/14/2022 08:00:00 AM,65.272,1.548,,,,
1397,10/14/2022 09:00:00 AM,65.228,2.624,,,,
1398,10/14/2022 10:00:00 AM,65.172,5.655,,,,
1399,10/14/2022 11:00:00 AM,65.216,8.282,,,,
1400,10/14/2022 12:00:00 PM,65.205,8.879,,,,
1401,10/14/2022 01:00:00 PM,65.205,8.879,,,,
1402,10/14/2022 02:00:00 PM,65.242,7.782,,,,
1403,10/14/2022 03:00:00 PM,65.244,6.370,,,,
1404,10/14/2022 04:00:00 PM,65.282,5.037,,,,
1405,10/14/2022 05:00:00 PM,65.303,3.893,,,,
1406,10/14/2022 06:00:00 PM,65.297,2.943,,,,
1407,10/14/2022 07:00:00 PM,65.291,1.980,,,,
1408,10/14/2022 08:00:00 PM,65.285,1.330,,,,
1409,10/14/2022 09:00:00 PM,65.271,1.003,,,,
1410,10/14/2022 10:00:00 PM,65.268,0.674,,,,
1411,10/14/2022 11:00:00 PM,65.238,0.232,,,,
1412,10/15/2022 12:00:00 AM,65.224,-0.102,,,,
1413,10/15/2022 01:00:00 AM,65.226,-0.549,,,,
1414,10/15/2022 02:00:00 AM,65.223,-0.887,,,,
1415,10/15/2022 03:00:00 AM,65.258,-1.341,,,,
1416,10/15/2022 04:00:00 AM,65.275,-1.456,,,,
1417,10/15/2022 05:00:00 AM,65.300,-0.887,,,,
1418,10/15/2022 06:00:00 AM,65.313,-0.102,,,,
1419,10/15/2022 07:00:00 AM,65.302,0.674,,,,
1420,10/15/2022 08:00:00 AM,65.268,1.980,,,,
1421,10/15/2022 09:00:00 AM,65.241,3.472,,,,
1422,10/15/2022 10:00:00 AM,65.189,6.370,,,,
1423,10/15/2022 11:00:00 AM,65.208,6.573,,,,
1424,10/15/2022 12:00:00 PM,65.195,5.655,,,,
1425,10/15/2022 01:00:00 PM,65.238,6.775,,,,
1426,10/15/2022 02:00:00 PM,65.255,6.064,,,,
1427,10/15/2022 03:00:00 PM,65.323,5.244,,,,
1428,10/15/2022 04:00:00 PM,65.331,4.311,,,,
1429,10/15/2022 05:00:00 PM,65.326,3.367,,,,
1430,10/15/2022 06:00:00 PM,65.340,2.624,,,,
1431,10/15/2022 07:00:00 PM,65.351,2.088,,,,
1432,10/15/2022 08:00:00 PM,65.366,1.656,,,,
1433,10/15/2022 09:00:00 PM,65.360,1.003,,,,
1434,10/15/2022 10:00:00 PM,65.357,0.674,,,,
1435,10/15/2022 11:00:00 PM,65.365,0.343,,,,
1436,10/16/2022 12:00:00 AM,65.351,0.010,,,,
1437,10/16/2022 01:00:00 AM,65.353,-0.437,,,,
1438,10/16/2022 02:00:00 AM,65.377,-0.662,,,,
1439,10/16/2022 03:00:00 AM,65.378,-0.887,,,,
1440,10/16/2022 04:00:00 AM,65.412,-1.114,,,,
1441,10/16/2022 05:00:00 AM,65.453,-0.437,,,,
1442,10/16/2022 06:00:00 AM,65.451,0.010,,,,
1443,10/16/2022 07:00:00 AM,65.463,1.330,,,,
1444,10/16/2022 08:00:00 AM,65.449,2.837,,,,
1445,10/16/2022 09:00:00 AM,65.402,4.415,,,,
1446,10/16/2022 10:00:00 AM,65.350,7.079,,,,
1447,10/16/2022 11:00:00 AM,65.394,9.176,,,,
1448,10/16/2022 12:00:00 PM,65.348,9.768,,,,
1449,10/16/2022 01:00:00 PM,65.346,8.481,,,,
1450,10/16/2022 02:00:00 PM,65.331,6.877,,,,
1451,10/16/2022 03:00:00 PM,65.354,5.757,,,,
1452,10/16/2022 04:00:00 PM,65.393,5.037,,,,
1453,10/16/2022 05:00:00 PM,65.435,4.415,,,,
1454,10/16/2022 06:00:00 PM,65.439,3.683,,,,
1455,10/16/2022 07:00:00 PM,65.453,2.943,,,,
1456,10/16/2022 08:00:00 PM,65.424,2.517,,,,
1457,10/16/2022 09:00:00 PM,65.408,1.872,,,,
1458,10/16/2022 10:00:00 PM,65.385,1.330,,,,
1459,10/16/2022 11:00:00 PM,65.368,0.674,,,,
1460,10/17/2022 12:00:00 AM,65.359,0.453,,,,
1461,10/17/2022 01:00:00 AM,65.360,0.232,,,,
1462,10/17/2022 02:00:00 AM,65.379,-0.102,,,,
1463,10/17/2022 03:00:00 AM,65.387,-0.437,,,,
1464,10/17/2022 04:00:00 AM,65.376,-0.437,,,,
1465,10/17/2022 05:00:00 AM,65.384,0.010,,,,
1466,10/17/2022 06:00:00 AM,65.402,0.674,,,,
1467,10/17/2022 07:00:00 AM,65.355,1.656,,,,
1468,10/17/2022 08:00:00 AM,65.310,3.261,,,,
1469,10/17/2022 09:00:00 AM,65.273,3.998,,,,
1470,10/17/2022 10:00:00 AM,65.185,5.141,,,,
1471,10/17/2022 11:00:00 AM,65.163,5.141,,,,
1472,10/17/2022 12:00:00 PM,65.148,6.166,,,,
1473,10/17/2022 01:00:00 PM,65.122,4.934,,,,
1474,10/17/2022 02:00:00 PM,65.126,4.207,,,,
1475,10/17/2022 03:00:00 PM,65.142,2.943,,,,
1476,10/17/2022 04:00:00 PM,65.139,2.088,,,,
1477,10/17/2022 05:00:00 PM,65.123,1.439,,,,
1478,10/17/2022 06:00:00 PM,65.116,1.003,,,,
1479,10/17/2022 07:00:00 PM,65.073,0.784,,,,
1480,10/17/2022 08:00:00 PM,65.059,0.453,,,,
1481,10/17/2022 09:00:00 PM,65.006,0.010,,,,
1482,10/17/2022 10:00:00 PM,64.963,-0.213,,,,
1483,10/17/2022 11:00:00 PM,64.903,-0.325,,,,
1484,10/18/2022 12:00:00 AM,64.870,-0.325,,,,
1485,10/18/2022 01:00:00 AM,64.838,-0.549,,,,
1486,10/18/2022 02:00:00 AM,64.823,-0.887,,,,
1487,10/18/2022 03:00:00 AM,64.801,-0.887,,,,
1488,10/18/2022 04:00:00 AM,64.791,-1.114,,,,
1489,10/18/2022 05:00:00 AM,64.756,-0.887,,,,
1490,10/18/2022 06:00:00 AM,64.755,-0.662,,,,
1491,10/18/2022 07:00:00 AM,64.732,-0.437,,,,
1492,10/18/2022 08:00:00 AM,64.707,0.010,,,,
1493,10/18/2022 09:00:00 AM,64.665,0.343,,,,
1494,10/18/2022 10:00:00 AM,64.643,0.343,,,,
1495,10/18/2022 11:00:00 AM,64.632,0.343,,,,
1496,10/18/2022 12:00:00 PM,64.592,0.453,,,,
1497,10/18/2022 01:00:00 PM,64.613,-0.102,,,,
1498,10/18/2022 02:00:00 PM,64.616,-0.549,,,,
1499,10/18/2022 03:00:00 PM,64.596,-1.001,,,,
1500,10/18/2022 04:00:00 PM,64.648,-1.570,,,,
1501,10/18/2022 05:00:00 PM,64.595,-2.261,,,,
1502,10/18/2022 06:00:00 PM,64.523,-2.145,,,,
1503,10/18/2022 07:00:00 PM,64.512,-2.145,,,,
1504,10/18/2022 08:00:00 PM,64.462,-2.261,,,,
1505,10/18/2022 09:00:00 PM,64.485,-2.494,,,,
1506,10/18/2022 10:00:00 PM,64.452,-2.727,,,,
1507,10/18/2022 11:00:00 PM,64.396,-2.494,,,,
1508,10/19/2022 12:00:00 AM,64.378,-2.145,,,,
1509,10/19/2022 01:00:00 AM,64.358,-2.610,,,,
1510,10/19/2022 02:00:00 AM,64.391,-2.844,,,,
1511,10/19/2022 03:00:00 AM,64.392,-3.316,,,,
1512,10/19/2022 04:00:00 AM,64.392,-3.316,,,,
1513,10/19/2022 05:00:00 AM,64.408,-2.962,,,,
1514,10/19/2022 06:00:00 AM,64.401,-2.377,,,,
1515,10/19/2022 07:00:00 AM,64.404,-1.570,,,,
1516,10/19/2022 08:00:00 AM,64.422,-0.662,,,,
1517,10/19/2022 09:00:00 AM,64.376,-0.437,,,,
1518,10/19/2022 10:00:00 AM,64.316,-0.549,,,,
1519,10/19/2022 11:00:00 AM,64.270,-0.325,,,,
1520,10/19/2022 12:00:00 PM,64.242,-0.213,,,,
1521,10/19/2022 01:00:00 PM,64.219,-0.213,,,,
1522,10/19/2022 02:00:00 PM,64.226,-0.325,,,,
1523,10/19/2022 03:00:00 PM,64.294,-0.549,,,,
1524,10/19/2022 04:00:00 PM,64.322,-0.662,,,,
1525,10/19/2022 05:00:00 PM,64.531,-1.456,,,,
1526,10/19/2022 06:00:00 PM,64.538,-1.799,,,,
1527,10/19/2022 07:00:00 PM,64.633,-1.914,,,,
1528,10/19/2022 08:00:00 PM,64.677,-1.684,,,,
1529,10/19/2022 09:00:00 PM,64.677,-1.914,,,,
1530,10/19/2022 10:00:00 PM,64.717,-2.030,,,,
1531,10/19/2022 11:00:00 PM,64.750,-2.030,,,,
1532,10/20/2022 12:00:00 AM,64.756,-2.377,,,,
1533,10/20/2022 01:00:00 AM,64.813,-2.844,,,,
1534,10/20/2022 02:00:00 AM,64.863,-2.727,,,,
1535,10/20/2022 03:00:00 AM,64.923,-2.610,,,,
1536,10/20/2022 04:00:00 AM,64.946,-3.079,,,,
1537,10/20/2022 05:00:00 AM,65.013,-3.079,,,,
1538,10/20/2022 06:00:00 AM,65.101,-2.844,,,,
1539,10/20/2022 07:00:00 AM,65.140,-2.727,,,,
1540,10/20/2022 08:00:00 AM,65.145,-2.377,,,,
1541,10/20/2022 09:00:00 AM,65.074,-1.228,,,,
1542,10/20/2022 10:00:00 AM,65.008,2.410,,,,
1543,10/20/2022 11:00:00 AM,65.154,5.757,,,,
1544,10/20/2022 12:00:00 PM,65.093,2.837,,,,
1545,10/20/2022 01:00:00 PM,65.111,2.195,,,,
1546,10/20/2022 02:00:00 PM,65.135,0.674,,,,
1547,10/20/2022 03:00:00 PM,65.194,-0.774,,,,
1548,10/20/2022 04:00:00 PM,65.214,-1.341,,,,
1549,10/20/2022 05:00:00 PM,65.249,-1.799,,,,
1550,10/20/2022 06:00:00 PM,65.233,-2.145,,,,
1551,10/20/2022 07:00:00 PM,65.278,-2.610,,,,
1552,10/20/2022 08:00:00 PM,65.295,-2.727,,,,
1553,10/20/2022 09:00:00 PM,65.268,-2.844,,,,
1554,10/20/2022 10:00:00 PM,65.257,-3.079,,,,
1555,10/20/2022 11:00:00 PM,65.230,-3.434,,,,
1556,10/21/2022 12:00:00 AM,65.230,-3.434,,,,
1557,10/21/2022 01:00:00 AM,65.230,-3.672,,,,
1558,10/21/2022 02:00:00 AM,65.268,-4.031,,,,
1559,10/21/2022 03:00:00 AM,65.268,-4.031,,,,
1560,10/21/2022 04:00:00 AM,65.279,-4.031,,,,
1561,10/21/2022 05:00:00 AM,65.318,-3.197,,,,
1562,10/21/2022 06:00:00 AM,65.361,-2.494,,,,
1563,10/21/2022 07:00:00 AM,65.375,-1.456,,,,
1564,10/21/2022 08:00:00 AM,65.329,-1.001,,,,
1565,10/21/2022 09:00:00 AM,65.286,0.563,,,,
1566,10/21/2022 10:00:00 AM,65.208,4.311,,,,
1567,10/21/2022 11:00:00 AM,65.316,7.381,,,,
1568,10/21/2022 12:00:00 PM,65.241,5.141,,,,
1569,10/21/2022 01:00:00 PM,65.244,4.102,,,,
1570,10/21/2022 02:00:00 PM,65.246,1.980,,,,
1571,10/21/2022 03:00:00 PM,65.278,0.893,,,,
1572,10/21/2022 04:00:00 PM,65.300,0.121,,,,
1573,10/21/2022 05:00:00 PM,65.298,-0.437,,,,
1574,10/21/2022 06:00:00 PM,65.339,-0.774,,,,
1575,10/21/2022 07:00:00 PM,65.335,-1.114,,,,
1576,10/21/2022 08:00:00 PM,65.319,-1.456,,,,
1577,10/21/2022 09:00:00 PM,65.298,-1.684,,,,
1578,10/21/2022 10:00:00 PM,65.310,-1.914,,,,
1579,10/21/2022 11:00:00 PM,65.288,-2.145,,,,
1580,10/22/2022 12:00:00 AM,65.278,-2.377,,,,
1581,10/22/2022 01:00:00 AM,65.301,-2.610,,,,
1582,10/22/2022 02:00:00 AM,65.306,-2.727,,,,
1583,10/22/2022 03:00:00 AM,65.296,-2.962,,,,
1584,10/22/2022 04:00:00 AM,65.335,-3.079,,,,
1585,10/22/2022 05:00:00 AM,65.361,-2.494,,,,
1586,10/22/2022 06:00:00 AM,65.366,-1.914,,,,
1587,10/22/2022 07:00:00 AM,65.352,-1.228,,,,
1588,10/22/2022 08:00:00 AM,65.358,-0.325,,,,
1589,10/22/2022 09:00:00 AM,65.270,1.221,,,,
1590,10/22/2022 10:00:00 AM,65.223,5.244,,,,
1591,10/22/2022 11:00:00 AM,65.313,7.882,,,,
1592,10/22/2022 12:00:00 PM,65.210,5.757,,,,
1593,10/22/2022 01:00:00 PM,65.226,5.037,,,,
1594,10/22/2022 02:00:00 PM,65.228,3.155,,,,
1595,10/22/2022 03:00:00 PM,65.235,1.980,,,,
1596,10/22/2022 04:00:00 PM,65.281,1.221,,,,
