"Plot Title: 10778182"
"#","Date Time, GMT+02:00","Abs Pres, kPa (LGR S/N: 10778182, SEN S/N: 10778182)","Temp, °C (LGR S/N: 10778182, SEN S/N: 10778182)","Coupler Detached (LGR S/N: 10778182)","End Of File (LGR S/N: 10778182)"
4595,02/01/2020 10:00:00 AM,64.268,-6.246,,
4596,02/01/2020 11:00:00 AM,64.245,-5.249,,
4597,02/01/2020 12:00:00 PM,64.232,-4.272,,
4598,02/01/2020 01:00:00 PM,64.284,-4.758,,
4599,02/01/2020 02:00:00 PM,64.302,-5.496,,
4600,02/01/2020 03:00:00 PM,64.330,-7.918,,
4601,02/01/2020 04:00:00 PM,64.331,-8.447,,
4602,02/01/2020 05:00:00 PM,64.360,-9.117,,
4603,02/01/2020 06:00:00 PM,64.348,-9.799,,
4604,02/01/2020 07:00:00 PM,64.377,-10.493,,
4605,02/01/2020 08:00:00 PM,64.344,-10.634,,
4606,02/01/2020 09:00:00 PM,64.370,-11.487,,
4607,02/01/2020 10:00:00 PM,64.350,-11.487,,
4608,02/01/2020 11:00:00 PM,64.345,-11.776,,
4609,02/02/2020 12:00:00 AM,64.327,-12.214,,
4610,02/02/2020 01:00:00 AM,64.319,-12.658,,
4611,02/02/2020 02:00:00 AM,64.327,-12.807,,
4612,02/02/2020 03:00:00 AM,64.322,-13.107,,
4613,02/02/2020 04:00:00 AM,64.349,-13.258,,
4614,02/02/2020 05:00:00 AM,64.354,-13.562,,
4615,02/02/2020 06:00:00 AM,64.347,-12.214,,
4616,02/02/2020 07:00:00 AM,64.369,-10.353,,
4617,02/02/2020 08:00:00 AM,64.365,-8.847,,
4618,02/02/2020 09:00:00 AM,64.298,-8.050,,
4619,02/02/2020 10:00:00 AM,64.285,-7.010,,
4620,02/02/2020 11:00:00 AM,64.250,-6.120,,
4621,02/02/2020 12:00:00 PM,64.260,-6.120,,
4622,02/02/2020 01:00:00 PM,64.265,-5.870,,
4623,02/02/2020 02:00:00 PM,64.278,-6.246,,
4624,02/02/2020 03:00:00 PM,64.314,-7.138,,
4625,02/02/2020 04:00:00 PM,64.351,-7.918,,
4626,02/02/2020 05:00:00 PM,64.339,-8.580,,
4627,02/02/2020 06:00:00 PM,64.342,-8.982,,
4628,02/02/2020 07:00:00 PM,64.345,-9.388,,
4629,02/02/2020 08:00:00 PM,64.359,-9.799,,
4630,02/02/2020 09:00:00 PM,64.333,-10.075,,
4631,02/02/2020 10:00:00 PM,64.316,-10.493,,
4632,02/02/2020 11:00:00 PM,64.331,-10.774,,
4633,02/03/2020 12:00:00 AM,64.298,-10.916,,
4634,02/03/2020 01:00:00 AM,64.263,-11.200,,
4635,02/03/2020 02:00:00 AM,64.278,-11.487,,
4636,02/03/2020 03:00:00 AM,64.283,-11.776,,
4637,02/03/2020 04:00:00 AM,64.299,-12.068,,
4638,02/03/2020 05:00:00 AM,64.334,-12.361,,
4639,02/03/2020 06:00:00 AM,64.329,-11.487,,
4640,02/03/2020 07:00:00 AM,64.305,-9.388,,
4641,02/03/2020 08:00:00 AM,64.264,-7.657,,
4642,02/03/2020 09:00:00 AM,64.205,-7.527,,
4643,02/03/2020 10:00:00 AM,64.139,-5.496,,
4644,02/03/2020 11:00:00 AM,64.123,-5.249,,
4645,02/03/2020 12:00:00 PM,64.078,-2.610,,
4646,02/03/2020 01:00:00 PM,64.066,-2.145,,
4647,02/03/2020 02:00:00 PM,64.081,-4.152,,
4648,02/03/2020 03:00:00 PM,64.141,-5.372,,
4649,02/03/2020 04:00:00 PM,64.166,-6.246,,
4650,02/03/2020 05:00:00 PM,64.173,-7.010,,
4651,02/03/2020 06:00:00 PM,64.192,-7.657,,
4652,02/03/2020 07:00:00 PM,64.175,-8.050,,
4653,02/03/2020 08:00:00 PM,64.176,-8.580,,
4654,02/03/2020 09:00:00 PM,64.159,-8.982,,
4655,02/03/2020 10:00:00 PM,64.128,-8.982,,
4656,02/03/2020 11:00:00 PM,64.124,-9.252,,
4657,02/04/2020 12:00:00 AM,64.122,-9.937,,
4658,02/04/2020 01:00:00 AM,64.138,-10.214,,
4659,02/04/2020 02:00:00 AM,64.140,-10.075,,
4660,02/04/2020 03:00:00 AM,64.127,-10.214,,
4661,02/04/2020 04:00:00 AM,64.135,-10.353,,
4662,02/04/2020 05:00:00 AM,64.166,-10.353,,
4663,02/04/2020 06:00:00 AM,64.155,-10.353,,
4664,02/04/2020 07:00:00 AM,64.106,-9.662,,
4665,02/04/2020 08:00:00 AM,64.089,-8.314,,
4666,02/04/2020 09:00:00 AM,64.034,-7.397,,
4667,02/04/2020 10:00:00 AM,63.992,-6.882,,
4668,02/04/2020 11:00:00 AM,63.997,-5.995,,
4669,02/04/2020 12:00:00 PM,63.996,-3.792,,
4670,02/04/2020 01:00:00 PM,64.024,-3.911,,
4671,02/04/2020 02:00:00 PM,64.033,-5.125,,
4672,02/04/2020 03:00:00 PM,64.087,-6.120,,
4673,02/04/2020 04:00:00 PM,64.122,-7.010,,
4674,02/04/2020 05:00:00 PM,64.154,-7.527,,
4675,02/04/2020 06:00:00 PM,64.155,-8.050,,
4676,02/04/2020 07:00:00 PM,64.156,-8.580,,
4677,02/04/2020 08:00:00 PM,64.177,-9.117,,
4678,02/04/2020 09:00:00 PM,64.183,-9.937,,
4679,02/04/2020 10:00:00 PM,64.168,-10.214,,
4680,02/04/2020 11:00:00 PM,64.176,-10.916,,
4681,02/05/2020 12:00:00 AM,64.171,-11.200,,
4682,02/05/2020 01:00:00 AM,64.202,-11.776,,
4683,02/05/2020 02:00:00 AM,64.233,-11.776,,
4684,02/05/2020 03:00:00 AM,64.235,-12.214,,
4685,02/05/2020 04:00:00 AM,64.273,-12.361,,
4686,02/05/2020 05:00:00 AM,64.276,-12.807,,
4687,02/05/2020 06:00:00 AM,64.283,-11.200,,
4688,02/05/2020 07:00:00 AM,64.266,-9.252,,
4689,02/05/2020 08:00:00 AM,64.241,-7.787,,
4690,02/05/2020 09:00:00 AM,64.212,-7.138,,
4691,02/05/2020 10:00:00 AM,64.158,-6.120,,
4692,02/05/2020 11:00:00 AM,64.137,-5.003,,
4693,02/05/2020 12:00:00 PM,64.124,-3.434,,
4694,02/05/2020 01:00:00 PM,64.115,-1.684,,
4695,02/05/2020 02:00:00 PM,64.169,-3.792,,
4696,02/05/2020 03:00:00 PM,64.194,-5.249,,
4697,02/05/2020 04:00:00 PM,64.214,-5.870,,
4698,02/05/2020 05:00:00 PM,64.255,-7.010,,
4699,02/05/2020 06:00:00 PM,64.264,-7.657,,
4700,02/05/2020 07:00:00 PM,64.270,-8.447,,
4701,02/05/2020 08:00:00 PM,64.284,-8.847,,
4702,02/05/2020 09:00:00 PM,64.294,-9.388,,
4703,02/05/2020 10:00:00 PM,64.308,-9.799,,
4704,02/05/2020 11:00:00 PM,64.305,-9.937,,
4705,02/06/2020 12:00:00 AM,64.309,-10.916,,
4706,02/06/2020 01:00:00 AM,64.280,-10.774,,
4707,02/06/2020 02:00:00 AM,64.316,-11.058,,
4708,02/06/2020 03:00:00 AM,64.347,-11.058,,
4709,02/06/2020 04:00:00 AM,64.390,-11.487,,
4710,02/06/2020 05:00:00 AM,64.428,-11.631,,
4711,02/06/2020 06:00:00 AM,64.441,-10.916,,
4712,02/06/2020 07:00:00 AM,64.459,-8.713,,
4713,02/06/2020 08:00:00 AM,64.445,-7.787,,
4714,02/06/2020 09:00:00 AM,64.428,-7.010,,
4715,02/06/2020 10:00:00 AM,64.403,-6.120,,
4716,02/06/2020 11:00:00 AM,64.432,-5.620,,
4717,02/06/2020 12:00:00 PM,64.457,-5.372,,
4718,02/06/2020 01:00:00 PM,64.463,-5.003,,
4719,02/06/2020 02:00:00 PM,64.518,-5.372,,
4720,02/06/2020 03:00:00 PM,64.570,-5.870,,
4721,02/06/2020 04:00:00 PM,64.624,-6.882,,
4722,02/06/2020 05:00:00 PM,64.645,-7.397,,
4723,02/06/2020 06:00:00 PM,64.701,-8.847,,
4724,02/06/2020 07:00:00 PM,64.694,-9.252,,
4725,02/06/2020 08:00:00 PM,64.702,-9.388,,
4726,02/06/2020 09:00:00 PM,64.710,-10.075,,
4727,02/06/2020 10:00:00 PM,64.697,-10.214,,
4728,02/06/2020 11:00:00 PM,64.738,-10.774,,
4729,02/07/2020 12:00:00 AM,64.751,-11.200,,
4730,02/07/2020 01:00:00 AM,64.757,-11.487,,
4731,02/07/2020 02:00:00 AM,64.790,-12.509,,
4732,02/07/2020 03:00:00 AM,64.810,-12.509,,
4733,02/07/2020 04:00:00 AM,64.845,-12.807,,
4734,02/07/2020 05:00:00 AM,64.873,-12.956,,
4735,02/07/2020 06:00:00 AM,64.891,-11.922,,
4736,02/07/2020 07:00:00 AM,64.878,-9.799,,
4737,02/07/2020 08:00:00 AM,64.887,-8.713,,
4738,02/07/2020 09:00:00 AM,64.860,-7.918,,
4739,02/07/2020 10:00:00 AM,64.830,-6.754,,
4740,02/07/2020 11:00:00 AM,64.815,-5.870,,
4741,02/07/2020 12:00:00 PM,64.831,-5.003,,
4742,02/07/2020 01:00:00 PM,64.820,-3.316,,
4743,02/07/2020 02:00:00 PM,64.868,-4.031,,
4744,02/07/2020 03:00:00 PM,64.916,-5.372,,
4745,02/07/2020 04:00:00 PM,64.954,-6.626,,
4746,02/07/2020 05:00:00 PM,64.955,-7.138,,
4747,02/07/2020 06:00:00 PM,64.970,-8.050,,
4748,02/07/2020 07:00:00 PM,64.991,-8.580,,
4749,02/07/2020 08:00:00 PM,64.999,-9.252,,
4750,02/07/2020 09:00:00 PM,64.982,-9.662,,
4751,02/07/2020 10:00:00 PM,64.982,-10.214,,
4752,02/07/2020 11:00:00 PM,64.995,-10.634,,
4753,02/08/2020 12:00:00 AM,64.978,-11.058,,
4754,02/08/2020 01:00:00 AM,64.991,-11.487,,
4755,02/08/2020 02:00:00 AM,65.001,-12.068,,
4756,02/08/2020 03:00:00 AM,65.001,-12.658,,
4757,02/08/2020 04:00:00 AM,65.029,-12.807,,
4758,02/08/2020 05:00:00 AM,65.067,-12.956,,
4759,02/08/2020 06:00:00 AM,65.026,-11.200,,
4760,02/08/2020 07:00:00 AM,65.025,-8.982,,
4761,02/08/2020 08:00:00 AM,64.998,-8.182,,
4762,02/08/2020 09:00:00 AM,64.937,-7.010,,
4763,02/08/2020 10:00:00 AM,64.868,-5.745,,
4764,02/08/2020 11:00:00 AM,64.835,-4.758,,
4765,02/08/2020 12:00:00 PM,64.808,-3.434,,
4766,02/08/2020 01:00:00 PM,64.790,-2.727,,
4767,02/08/2020 02:00:00 PM,64.769,-2.727,,
4768,02/08/2020 03:00:00 PM,64.799,-3.911,,
4769,02/08/2020 04:00:00 PM,64.761,-4.880,,
4770,02/08/2020 05:00:00 PM,64.754,-5.870,,
4771,02/08/2020 06:00:00 PM,64.730,-6.626,,
4772,02/08/2020 07:00:00 PM,64.721,-7.138,,
4773,02/08/2020 08:00:00 PM,64.708,-8.447,,
4774,02/08/2020 09:00:00 PM,64.670,-8.314,,
4775,02/08/2020 10:00:00 PM,64.630,-8.847,,
4776,02/08/2020 11:00:00 PM,64.584,-9.117,,
4777,02/09/2020 12:00:00 AM,64.559,-9.388,,
4778,02/09/2020 01:00:00 AM,64.529,-9.937,,
4779,02/09/2020 02:00:00 AM,64.486,-10.075,,
4780,02/09/2020 03:00:00 AM,64.499,-10.493,,
4781,02/09/2020 04:00:00 AM,64.512,-10.916,,
4782,02/09/2020 05:00:00 AM,64.502,-10.916,,
4783,02/09/2020 06:00:00 AM,64.447,-9.388,,
4784,02/09/2020 07:00:00 AM,64.431,-7.397,,
4785,02/09/2020 08:00:00 AM,64.419,-7.527,,
4786,02/09/2020 09:00:00 AM,64.368,-6.373,,
4787,02/09/2020 10:00:00 AM,64.284,-4.758,,
4788,02/09/2020 11:00:00 AM,64.222,-3.672,,
4789,02/09/2020 12:00:00 PM,64.233,-3.079,,
4790,02/09/2020 01:00:00 PM,64.190,-2.030,,
4791,02/09/2020 02:00:00 PM,64.221,-2.610,,
4792,02/09/2020 03:00:00 PM,64.269,-3.911,,
4793,02/09/2020 04:00:00 PM,64.292,-4.880,,
4794,02/09/2020 05:00:00 PM,64.310,-5.620,,
4795,02/09/2020 06:00:00 PM,64.309,-6.246,,
4796,02/09/2020 07:00:00 PM,64.304,-6.499,,
4797,02/09/2020 08:00:00 PM,64.286,-6.373,,
4798,02/09/2020 09:00:00 PM,64.280,-6.754,,
4799,02/09/2020 10:00:00 PM,64.285,-7.010,,
4800,02/09/2020 11:00:00 PM,64.301,-7.267,,
4801,02/10/2020 12:00:00 AM,64.274,-7.657,,
4802,02/10/2020 01:00:00 AM,64.277,-8.050,,
4803,02/10/2020 02:00:00 AM,64.295,-8.182,,
4804,02/10/2020 03:00:00 AM,64.280,-8.447,,
4805,02/10/2020 04:00:00 AM,64.306,-8.713,,
4806,02/10/2020 05:00:00 AM,64.332,-8.982,,
4807,02/10/2020 06:00:00 AM,64.309,-7.397,,
4808,02/10/2020 07:00:00 AM,64.314,-5.372,,
4809,02/10/2020 08:00:00 AM,64.295,-4.152,,
4810,02/10/2020 09:00:00 AM,64.229,-2.727,,
4811,02/10/2020 10:00:00 AM,64.182,-1.914,,
4812,02/10/2020 11:00:00 AM,64.166,-1.114,,
4813,02/10/2020 12:00:00 PM,64.160,-0.887,,
4814,02/10/2020 01:00:00 PM,64.141,-1.341,,
4815,02/10/2020 02:00:00 PM,64.102,-1.799,,
4816,02/10/2020 03:00:00 PM,64.086,-2.727,,
4817,02/10/2020 04:00:00 PM,64.069,-3.672,,
4818,02/10/2020 05:00:00 PM,63.997,-4.272,,
4819,02/10/2020 06:00:00 PM,64.066,-5.003,,
4820,02/10/2020 07:00:00 PM,64.056,-5.003,,
4821,02/10/2020 08:00:00 PM,64.000,-5.249,,
4822,02/10/2020 09:00:00 PM,64.045,-5.620,,
4823,02/10/2020 10:00:00 PM,64.039,-5.372,,
4824,02/10/2020 11:00:00 PM,64.035,-5.620,,
4825,02/11/2020 12:00:00 AM,64.056,-6.120,,
4826,02/11/2020 01:00:00 AM,64.052,-6.373,,
4827,02/11/2020 02:00:00 AM,64.117,-6.754,,
4828,02/11/2020 03:00:00 AM,64.181,-7.138,,
4829,02/11/2020 04:00:00 AM,64.253,-7.657,,
4830,02/11/2020 05:00:00 AM,64.274,-7.657,,
4831,02/11/2020 06:00:00 AM,64.304,-6.499,,
4832,02/11/2020 07:00:00 AM,64.293,-5.995,,
4833,02/11/2020 08:00:00 AM,64.306,-5.249,,
4834,02/11/2020 09:00:00 AM,64.250,-4.393,,
4835,02/11/2020 10:00:00 AM,64.237,-2.844,,
4836,02/11/2020 11:00:00 AM,64.208,-2.145,,
4837,02/11/2020 12:00:00 PM,64.160,-1.456,,
4838,02/11/2020 01:00:00 PM,64.172,-1.341,,
4839,02/11/2020 02:00:00 PM,64.190,-2.610,,
4840,02/11/2020 03:00:00 PM,64.250,-3.792,,
4841,02/11/2020 04:00:00 PM,64.286,-4.636,,
4842,02/11/2020 05:00:00 PM,64.288,-5.125,,
4843,02/11/2020 06:00:00 PM,64.332,-5.496,,
4844,02/11/2020 07:00:00 PM,64.330,-5.620,,
4845,02/11/2020 08:00:00 PM,64.330,-5.620,,
4846,02/11/2020 09:00:00 PM,64.318,-5.745,,
4847,02/11/2020 10:00:00 PM,64.335,-6.499,,
4848,02/11/2020 11:00:00 PM,64.335,-6.499,,
4849,02/12/2020 12:00:00 AM,64.320,-6.754,,
4850,02/12/2020 01:00:00 AM,64.318,-6.882,,
4851,02/12/2020 02:00:00 AM,64.316,-7.010,,
4852,02/12/2020 03:00:00 AM,64.321,-7.267,,
4853,02/12/2020 04:00:00 AM,64.335,-7.657,,
4854,02/12/2020 05:00:00 AM,64.343,-7.787,,
4855,02/12/2020 06:00:00 AM,64.362,-6.120,,
4856,02/12/2020 07:00:00 AM,64.285,-4.152,,
4857,02/12/2020 08:00:00 AM,64.313,-4.272,,
4858,02/12/2020 09:00:00 AM,64.287,-4.031,,
4859,02/12/2020 10:00:00 AM,64.283,-3.672,,
4860,02/12/2020 11:00:00 AM,64.286,-2.962,,
4861,02/12/2020 12:00:00 PM,64.313,-1.456,,
4862,02/12/2020 01:00:00 PM,64.335,-0.774,,
4863,02/12/2020 02:00:00 PM,64.388,-1.228,,
4864,02/12/2020 03:00:00 PM,64.431,-2.261,,
4865,02/12/2020 04:00:00 PM,64.474,-2.727,,
4866,02/12/2020 05:00:00 PM,64.494,-3.316,,
4867,02/12/2020 06:00:00 PM,64.483,-3.911,,
4868,02/12/2020 07:00:00 PM,64.482,-4.514,,
4869,02/12/2020 08:00:00 PM,64.468,-4.758,,
4870,02/12/2020 09:00:00 PM,64.400,-5.125,,
4871,02/12/2020 10:00:00 PM,64.412,-5.620,,
4872,02/12/2020 11:00:00 PM,64.379,-5.745,,
4873,02/13/2020 12:00:00 AM,64.336,-5.870,,
4874,02/13/2020 01:00:00 AM,64.342,-6.120,,
4875,02/13/2020 02:00:00 AM,64.311,-6.120,,
4876,02/13/2020 03:00:00 AM,64.268,-6.246,,
4877,02/13/2020 04:00:00 AM,64.250,-6.120,,
4878,02/13/2020 05:00:00 AM,64.278,-6.246,,
4879,02/13/2020 06:00:00 AM,64.263,-5.372,,
4880,02/13/2020 07:00:00 AM,64.235,-4.636,,
4881,02/13/2020 08:00:00 AM,64.224,-3.553,,
4882,02/13/2020 09:00:00 AM,64.182,-1.341,,
4883,02/13/2020 10:00:00 AM,64.202,-0.774,,
4884,02/13/2020 11:00:00 AM,64.211,-0.325,,
4885,02/13/2020 12:00:00 PM,64.306,-2.377,,
4886,02/13/2020 01:00:00 PM,64.227,-2.844,,
4887,02/13/2020 02:00:00 PM,64.310,-3.316,,
4888,02/13/2020 03:00:00 PM,64.412,-3.911,,
4889,02/13/2020 04:00:00 PM,64.450,-4.636,,
4890,02/13/2020 05:00:00 PM,64.427,-4.758,,
4891,02/13/2020 06:00:00 PM,64.494,-5.003,,
4892,02/13/2020 07:00:00 PM,64.508,-5.372,,
4893,02/13/2020 08:00:00 PM,64.479,-5.249,,
4894,02/13/2020 09:00:00 PM,64.485,-5.496,,
4895,02/13/2020 10:00:00 PM,64.473,-5.620,,
4896,02/13/2020 11:00:00 PM,64.491,-5.745,,
4897,02/14/2020 12:00:00 AM,64.489,-5.870,,
4898,02/14/2020 01:00:00 AM,64.523,-6.246,,
4899,02/14/2020 02:00:00 AM,64.543,-6.246,,
4900,02/14/2020 03:00:00 AM,64.561,-6.373,,
4901,02/14/2020 04:00:00 AM,64.600,-6.499,,
4902,02/14/2020 05:00:00 AM,64.675,-6.882,,
4903,02/14/2020 06:00:00 AM,64.729,-7.267,,
4904,02/14/2020 07:00:00 AM,64.792,-8.314,,
4905,02/14/2020 08:00:00 AM,64.820,-8.447,,
4906,02/14/2020 09:00:00 AM,64.826,-8.713,,
4907,02/14/2020 10:00:00 AM,64.802,-8.314,,
4908,02/14/2020 11:00:00 AM,64.783,-7.657,,
4909,02/14/2020 12:00:00 PM,64.815,-7.010,,
4910,02/14/2020 01:00:00 PM,64.803,-5.995,,
4911,02/14/2020 02:00:00 PM,64.831,-6.120,,
4912,02/14/2020 03:00:00 PM,64.876,-7.010,,
4913,02/14/2020 04:00:00 PM,64.911,-7.918,,
4914,02/14/2020 05:00:00 PM,64.930,-8.580,,
4915,02/14/2020 06:00:00 PM,64.913,-8.982,,
4916,02/14/2020 07:00:00 PM,64.875,-9.937,,
4917,02/14/2020 08:00:00 PM,64.845,-10.493,,
4918,02/14/2020 09:00:00 PM,64.812,-10.634,,
4919,02/14/2020 10:00:00 PM,64.807,-10.916,,
4920,02/14/2020 11:00:00 PM,64.779,-11.344,,
4921,02/15/2020 12:00:00 AM,64.724,-11.631,,
4922,02/15/2020 01:00:00 AM,64.698,-11.922,,
4923,02/15/2020 02:00:00 AM,64.698,-11.922,,
4924,02/15/2020 03:00:00 AM,64.655,-12.068,,
4925,02/15/2020 04:00:00 AM,64.678,-12.509,,
4926,02/15/2020 05:00:00 AM,64.670,-12.361,,
4927,02/15/2020 06:00:00 AM,64.619,-11.200,,
4928,02/15/2020 07:00:00 AM,64.575,-9.662,,
4929,02/15/2020 08:00:00 AM,64.545,-8.447,,
4930,02/15/2020 09:00:00 AM,64.488,-6.499,,
4931,02/15/2020 10:00:00 AM,64.437,-6.499,,
4932,02/15/2020 11:00:00 AM,64.404,-6.626,,
4933,02/15/2020 12:00:00 PM,64.408,-5.249,,
4934,02/15/2020 01:00:00 PM,64.430,-5.745,,
4935,02/15/2020 02:00:00 PM,64.479,-5.870,,
4936,02/15/2020 03:00:00 PM,64.514,-6.754,,
4937,02/15/2020 04:00:00 PM,64.503,-7.397,,
4938,02/15/2020 05:00:00 PM,64.491,-8.050,,
4939,02/15/2020 06:00:00 PM,64.518,-8.847,,
4940,02/15/2020 07:00:00 PM,64.490,-9.252,,
4941,02/15/2020 08:00:00 PM,64.475,-9.525,,
4942,02/15/2020 09:00:00 PM,64.471,-10.353,,
4943,02/15/2020 10:00:00 PM,64.438,-10.493,,
4944,02/15/2020 11:00:00 PM,64.436,-10.634,,
4945,02/16/2020 12:00:00 AM,64.482,-10.916,,
4946,02/16/2020 01:00:00 AM,64.533,-11.487,,
4947,02/16/2020 02:00:00 AM,64.566,-11.344,,
4948,02/16/2020 03:00:00 AM,64.622,-11.631,,
4949,02/16/2020 04:00:00 AM,64.662,-11.631,,
4950,02/16/2020 05:00:00 AM,64.701,-11.776,,
4951,02/16/2020 06:00:00 AM,64.713,-11.631,,
4952,02/16/2020 07:00:00 AM,64.721,-11.776,,
4953,02/16/2020 08:00:00 AM,64.757,-11.487,,
4954,02/16/2020 09:00:00 AM,64.762,-11.776,,
4955,02/16/2020 10:00:00 AM,64.780,-11.922,,
4956,02/16/2020 11:00:00 AM,64.800,-12.509,,
4957,02/16/2020 12:00:00 PM,64.861,-13.107,,
4958,02/16/2020 01:00:00 PM,64.878,-13.258,,
4959,02/16/2020 02:00:00 PM,64.922,-13.107,,
4960,02/16/2020 03:00:00 PM,64.965,-13.562,,
4961,02/16/2020 04:00:00 PM,65.008,-13.409,,
4962,02/16/2020 05:00:00 PM,65.023,-13.715,,
4963,02/16/2020 06:00:00 PM,65.041,-13.868,,
4964,02/16/2020 07:00:00 PM,65.005,-14.178,,
4965,02/16/2020 08:00:00 PM,64.984,-14.806,,
4966,02/16/2020 09:00:00 PM,64.993,-15.446,,
4967,02/16/2020 10:00:00 PM,64.993,-15.446,,
4968,02/16/2020 11:00:00 PM,64.939,-15.608,,
4969,02/17/2020 12:00:00 AM,64.886,-15.770,,
4970,02/17/2020 01:00:00 AM,64.865,-15.770,,
4971,02/17/2020 02:00:00 AM,64.865,-15.770,,
4972,02/17/2020 03:00:00 AM,64.888,-15.608,,
4973,02/17/2020 04:00:00 AM,64.901,-15.446,,
4974,02/17/2020 05:00:00 AM,64.907,-15.124,,
4975,02/17/2020 06:00:00 AM,64.900,-14.334,,
4976,02/17/2020 07:00:00 AM,64.891,-13.715,,
4977,02/17/2020 08:00:00 AM,64.863,-12.361,,
4978,02/17/2020 09:00:00 AM,64.815,-11.058,,
4979,02/17/2020 10:00:00 AM,64.766,-9.799,,
4980,02/17/2020 11:00:00 AM,64.719,-8.982,,
4981,02/17/2020 12:00:00 PM,64.724,-8.713,,
4982,02/17/2020 01:00:00 PM,64.727,-9.117,,
4983,02/17/2020 02:00:00 PM,64.745,-9.252,,
4984,02/17/2020 03:00:00 PM,64.751,-10.075,,
4985,02/17/2020 04:00:00 PM,64.769,-10.214,,
4986,02/17/2020 05:00:00 PM,64.764,-10.493,,
4987,02/17/2020 06:00:00 PM,64.754,-11.058,,
4988,02/17/2020 07:00:00 PM,64.708,-11.344,,
4989,02/17/2020 08:00:00 PM,64.642,-11.631,,
4990,02/17/2020 09:00:00 PM,64.599,-11.776,,
4991,02/17/2020 10:00:00 PM,64.548,-11.776,,
4992,02/17/2020 11:00:00 PM,64.492,-11.487,,
4993,02/18/2020 12:00:00 AM,64.423,-11.344,,
4994,02/18/2020 01:00:00 AM,64.403,-11.344,,
4995,02/18/2020 02:00:00 AM,64.360,-11.487,,
4996,02/18/2020 03:00:00 AM,64.337,-11.631,,
4997,02/18/2020 04:00:00 AM,64.329,-11.487,,
4998,02/18/2020 05:00:00 AM,64.319,-11.487,,
4999,02/18/2020 06:00:00 AM,64.311,-11.344,,
5000,02/18/2020 07:00:00 AM,64.319,-10.916,,
5001,02/18/2020 08:00:00 AM,64.275,-10.493,,
5002,02/18/2020 09:00:00 AM,64.227,-10.353,,
5003,02/18/2020 10:00:00 AM,64.173,-9.937,,
5004,02/18/2020 11:00:00 AM,64.127,-9.662,,
5005,02/18/2020 12:00:00 PM,64.127,-9.662,,
5006,02/18/2020 01:00:00 PM,64.127,-9.662,,
5007,02/18/2020 02:00:00 PM,64.127,-10.214,,
5008,02/18/2020 03:00:00 PM,64.186,-10.916,,
5009,02/18/2020 04:00:00 PM,64.230,-11.344,,
5010,02/18/2020 05:00:00 PM,64.268,-12.068,,
5011,02/18/2020 06:00:00 PM,64.314,-12.361,,
5012,02/18/2020 07:00:00 PM,64.373,-11.922,,
5013,02/18/2020 08:00:00 PM,64.385,-11.776,,
5014,02/18/2020 09:00:00 PM,64.393,-13.107,,
5015,02/18/2020 10:00:00 PM,64.436,-12.956,,
5016,02/18/2020 11:00:00 PM,64.484,-12.509,,
5017,02/19/2020 12:00:00 AM,64.525,-12.509,,
5018,02/19/2020 01:00:00 AM,64.589,-12.956,,
5019,02/19/2020 02:00:00 AM,64.664,-14.490,,
5020,02/19/2020 03:00:00 AM,64.727,-14.334,,
5021,02/19/2020 04:00:00 AM,64.814,-14.648,,
5022,02/19/2020 05:00:00 AM,64.902,-14.806,,
5023,02/19/2020 06:00:00 AM,64.964,-14.178,,
5024,02/19/2020 07:00:00 AM,65.031,-13.258,,
5025,02/19/2020 08:00:00 AM,65.026,-12.956,,
5026,02/19/2020 09:00:00 AM,65.026,-11.776,,
5027,02/19/2020 10:00:00 AM,65.021,-10.916,,
5028,02/19/2020 11:00:00 AM,65.015,-9.525,,
5029,02/19/2020 12:00:00 PM,65.061,-9.799,,
5030,02/19/2020 01:00:00 PM,65.092,-8.050,,
5031,02/19/2020 02:00:00 PM,65.110,-8.182,,
5032,02/19/2020 03:00:00 PM,65.137,-8.982,,
5033,02/19/2020 04:00:00 PM,65.189,-10.634,,
5034,02/19/2020 05:00:00 PM,65.197,-10.774,,
5035,02/19/2020 06:00:00 PM,65.204,-11.487,,
5036,02/19/2020 07:00:00 PM,65.217,-11.922,,
5037,02/19/2020 08:00:00 PM,65.235,-12.068,,
5038,02/19/2020 09:00:00 PM,65.202,-12.214,,
5039,02/19/2020 10:00:00 PM,65.176,-12.509,,
5040,02/19/2020 11:00:00 PM,65.158,-12.956,,
5041,02/20/2020 12:00:00 AM,65.140,-13.409,,
5042,02/20/2020 01:00:00 AM,65.120,-13.409,,
5043,02/20/2020 02:00:00 AM,65.130,-13.409,,
5044,02/20/2020 03:00:00 AM,65.130,-13.409,,
5045,02/20/2020 04:00:00 AM,65.140,-13.409,,
5046,02/20/2020 05:00:00 AM,65.183,-13.258,,
5047,02/20/2020 06:00:00 AM,65.189,-12.361,,
5048,02/20/2020 07:00:00 AM,65.186,-10.774,,
5049,02/20/2020 08:00:00 AM,65.206,-9.662,,
5050,02/20/2020 09:00:00 AM,65.134,-7.397,,
5051,02/20/2020 10:00:00 AM,65.098,-5.995,,
5052,02/20/2020 11:00:00 AM,65.049,-4.758,,
5053,02/20/2020 12:00:00 PM,65.082,-4.636,,
5054,02/20/2020 01:00:00 PM,65.061,-2.962,,
5055,02/20/2020 02:00:00 PM,65.057,-3.197,,
5056,02/20/2020 03:00:00 PM,65.078,-4.272,,
